date_documented,date,time,described_duration,described_ufo,full_description,city,state,latitude,longitude
11/2/1999,7/15/1995,03:20 pm,2 min.,,"man repts. seeing round, metallic obj. flying through sky nne of green lake.  turns south, disappears to south.",seattle,wa,47.6063889,-122.3308333
11/2/1999,7/15/1995,03:20 pm,2 min.,,"man witnesses a round, metallic-appearing obj. fly south, then turn east.  disappeared to east.",seattle,wa,47.6063889,-122.3308333
8/5/2001,7/15/2001,12:30 am,10 minutes,,lights over new jersey,carteret,nj,40.5772222,-74.2286111
10/30/2006,7/15/2006,12:30 am,2 mins,,fast moving high altitude object,shakopee,mn,44.7980556,-93.5266667
8/7/2007,7/15/2007,04:00 pm,10 seconds,,i was looking at some clouds through my binoculars directly over my house and just happen to see something quick move in a straight lin,ann arbor,mi,42.2708333,-83.7263889
11/2/1999,7/16/1995,01:40 am,15 min.,,man &amp  wife witness very bizarre aerial display of 10-20 white lights.  (probable disneyland laser display practice.),santa ana,ca,33.7455556,-117.8669444
11/2/1999,7/16/1995,12:15 pm,1 minute,,"man &amp  wife witness bright orange disc streak over hwy 78.  flipped on edge, turned white, shot south.  size of full moon.",macon,ga,32.8405556,-83.6325
8/5/2009,7/17/2009,10:00 pm,10min,,"4  0ink balls of light appeared in the sky, in formation.  they moved horizontaly and were completely silent, they floated to the west",eagan,mn,44.8041667,-93.1666667
7/19/2010,7/17/2010,09:00 pm,5-10 seconds,,telephoned report:  three witnesses observe three distinctly yellow lights maneuvering around astronomical observatory.,mountain home,id,43.1330556,-115.6902778
8/10/1999,7/18/1999,01:00 am,3sec,,"high speed vehicles traveling north by northwest, spanning the horizon in seconds.",columbus,oh,39.9611111,-82.9988889
8/5/2001,7/18/2001,09:40 pm,5-10 seconds,,"male witness reports witnessing a bright red ""fireball"" move across the los angeles  sky very rapidly from north to south.",harbor city,ca,33.79,-118.2969444
8/5/2009,7/18/2009,10:30 pm,10 minutes,,bright white light traveling west to east over flathead valley towards glacier without sound.  ((nuforc note:  iss??  pd)),whitefish,mt,48.4111111,-114.3366667
7/28/2010,7/18/2010,09:30 pm,:05,,holden beach sighting,holden beach,nc,33.9133333,-78.3041667
8/30/2013,7/18/2013,12:30 am,3 hours,,yellow blinking glow emanating from a clearing surrounded by wetlands in a sparsely populated area over a 3 hour period.,new milford,ct,41.5769444,-73.4088889
11/2/1999,7/19/1995,12:30 am,2 min.,,"woman &amp  son encounter 3 ""double sets of headlights"" hovering in sky.  moved to left of car  silhouette visible. shot beam of light.",birmingham,al,33.5205556,-86.8025
11/2/1999,7/19/1995,01:30 am,5 min.,,sqare obj w 3 white lights and blue nose light seen by residents of neighborhood.  caused houses to shake.,sacramento,ca,38.5816667,-121.4933333
11/2/1999,7/19/1995,10:40 pm,8 min.,,"man sees bizarre cluster of 5 lights in straight line.  center 3 strobed.  obj. moves north, dips below trees. turned w/o banking.",pacific,wa,47.2647222,-122.2488889
6/2/1998,7/19/1997,11:00 pm,10sec,,"we have constant sightings up here and have video with sound recorded over the portland area. it is undeniable for many debunkers, pilo",trout lake,wa,45.9975,-121.5269444
8/10/1999,7/19/1999,02:05 am,3-4 seconds,,"an unseen object passed overhead from in back and then to the front of me, it cpa'd my location to my right side and was approx 20 - 25",lincoln,ne,40.8,-96.6666667
11/2/1999,7/20/1995,02:15 am,25 min.,,"daughter wakes parents, all 3 witness bizarre craft w/ colored lights hover nearby. chased w/ car. obj. zigzags, disappears.",port orchard,wa,47.5405556,-122.635
11/2/1999,7/20/1995,09:32 pm,5 min.,,"mother &amp  son see 4 pairs of paired lights hovering motionless in formation.  5th craft streaks up, hovers. near camp pendleton.",vista,ca,33.2,-117.2416667
11/2/1999,7/20/1995,10:25 pm,15 sec.,,"man (pilot, astronomer) witnesses very bright obj. moving fast across sky.  disappeared from sight behind trees.",renton,wa,47.4830556,-122.2158333
11/2/1999,7/20/1995,11:00 pm,3 min.,,"young man &amp  girlfriend see strange, round obj. hovering outside apt.. feel peculiar sensations when they walk outside on porch.",bellevue,wa,47.6105556,-122.1994444
8/10/1999,7/20/1999,12:00 am,10 minutes,,i saw a bright flash of light that flashed quickly. it stayed in the same spot.  every flash was about two minutes apart.  i also heard,tonasket,wa,48.7052778,-119.4383333
10/11/2005,7/21/2005,10:20 pm,30 minutes,,missouri investigators group report:  the large object began to ever so slowly divide into two smaller objects.,willow springs,mo,36.9922222,-91.9697222
11/2/1999,7/2/1995,11:15 pm,2 sec.,,"man, while out feeding horses, sees red light streak e to w across s sky.  obj. simply ""fizzles out"" suddenly.  reptd. on radio.",winnemucca,nv,40.9730556,-117.7347222
8/5/2012,7/2/2012,11:45 pm,2 minutes,,white orb floating around security camera.,elmira,ny,42.0897222,-76.8080556
11/4/2012,7/22/1978,08:00 pm,2 hours,,a 5 hr drive took 7 plus hours routine drive. lost 2hrs no explanation,brenham,tx,30.1666667,-96.3975
11/2/1999,7/22/1995,10:30 am,30 min.,,"tennis instr. &amp  2 others witness 4 tiny metallic-looking ""cylinders"" maneuvering dramatically overhead. white, blue, red. streaked.",santa clara,ca,37.3541667,-121.9541667
11/2/1999,7/22/1995,08:00 pm,20 min.,,"16  people observe 4 bizarre cigar-shaped, metallic-appearing objects fly slowly s to n over home. no wings, tail, or engines!",redding,ca,40.5866667,-122.3905556
11/2/1999,7/22/1995,08:00 pm,1 minute,,"man &amp  mother report small, glowing, cigar-shaped obj. moving slowly across sky.  accelerated suddenly, streaked off.",springfield,il,39.8016667,-89.6436111
7/22/2013,7/22/2013,03:13 am,a few seconds,,"3 stationary bright, white lights in a triangle shape in the eastern sky.",sterling,ak,60.5372222,-150.7647222
8/5/2001,7/23/2001,05:00 pm,ten min.,,approx. ten lights over los angeles on 7/24/2001,los angeles,ca,34.0522222,-118.2427778
8/5/2009,7/23/2009,09:50 pm,10 seconds,,star like object moving north west to south east at higher rate of speed than an aircraft but much slower than a meteor.  no strobe or,las vegas,nv,36.175,-115.1363889
11/2/1999,7/24/1995,03:00 am,22 sec.,,"group of 5 (?) people witness ""shooting star"" streak across sky, then stop.  second ""star"" began to move. (not all facts clear.)",olympia,wa,47.0380556,-122.8994444
11/2/1999,7/24/1995,10:30 pm,20 sec.,,"man repts. seeing ""whole sky light up.""  flash appeared to be from very high up, very bright, stationary, and cast shadows.",arlington,il,41.4736111,-89.2491667
3/21/2003,7/24/2000,12:00 am,20 seconds,,"i have been following the sci-fi wtc ufo video for some time. the person in the video is named barbara sicuranza. she is an actress, wr",new york city,ny,40.7141667,-74.0063889
11/2/1999,7/25/1995,03:00 pm,5 min.,,"woman repts. seeing highly reflective, small obj. maneuvering in sky.  appeared ""to have energy around it.""",west seattle,wa,47.6063889,-122.3308333
11/2/1999,7/25/1995,08:30 pm,4 min.,,"woman w/ nephew &amp  niece witness ""long, white thing w/ a red tail"" streak from e to s horizon.  it was shaped like rocket.",marion,sd,43.4230556,-97.2602778
8/19/2000,7/26/2000,11:10 pm,less than 1 minute,,when my roommate and i were sitting outside late last night when we witnesses two large white burst of light that lite up the entire sk,smithville,tx,30.0083333,-97.1591667
10/30/2006,7/26/2006,10:00 pm,4-5 minutes,light,,seattle,wa,47.6063889,-122.3308333
7/28/2010,7/26/2010,02:30 am,5 seconds,,"i heard a ufo on mt. vaca at 2:30 am vacaville, ca.",vacaville,ca,38.3566667,-121.9866667
8/30/2013,7/26/2013,11:30 pm,20 minutes,,"50-100 orange fire orbs over middlsex, new york",middlesex,ny,42.7047222,-77.2719444
11/2/1999,7/27/1995,01:00 am,12 min.,,"man repts. seeing ""silver cylinder"" moving in sky.  (facts not complete.)",belleville,il,38.52,-89.9838889
11/2/1999,7/27/1995,01:52 pm,7 min.,,"woman repts. hovering light over nearby field.  hovered, changed colors, moved very slowly. later, saw 5 lights in formation.",beaverton,or,45.4872222,-122.8025
11/2/1999,7/27/1995,09:30 pm,20 min.,,"man repts. seeing peculiar bright, white light, apparently hovering over mountains to east.  descended, then rose up.",riverside,ca,33.9533333,-117.3952778
11/2/1999,7/27/1995,11:20 pm,10 min.,,"two men driving on major hwy. witness a strange triangle overhead w/ red, green, &amp  yellow lights directly overhead.  flew slowly.",rochester,ny,43.1547222,-77.6158333
11/2/1999,7/28/1995,12:01 am,20 min.,,"man &amp  neighbor witness bright, white light maneuveririg erratically in sky overhead.  bigger than star, he thought.",bakersfield,ca,35.3733333,-119.0177778
11/2/1999,7/28/1995,12:10 am,25 min.,,"man &amp  wife rept. strange, moving light in sky.  looks like ""three headlights in a row.""  not an airliner or helicopter, they report.",belmont,ca,37.5202778,-122.2747222
11/2/1999,7/28/1995,12:15 am,10 sec.,,"woman repts seeing circular craft with ""kidney-bean shaped, soft amber lights.""  flew over house.  called folsom police.",folsom,ca,38.6780556,-121.175
11/2/1999,7/28/1995,03:45 am,5 min.,,man repts. several sightings of very rapidly moving lights &amp  dark bodies overhead.  reflect city lights off ventral sides.,seattle,wa,47.6063889,-122.3308333
11/2/1999,7/28/1995,02:00 pm,2 min.,,"man &amp  wife witness bizarre, very bright, silver-looking disc in clear sky. obj. was joined suddenly by two identical craft.",racine,wi,42.7261111,-87.7827778
11/2/1999,7/28/1995,11:10 pm,80 min.,,woman repts. sighting disc-shaped obj. w/ flashing red &amp  green lights.  stationary.  (possible twinkling stars?),clarksville,va,36.6238889,-78.5572222
11/2/1999,7/29/1995,02:00 am,4 sec.,,"man &amp  neighbor witness sudden bright flash on very clear night, followed by ""contrail"" rising vertically.  disappears from sight.",parshallville,mi,42.6919444,-83.7822222
11/2/1999,7/29/1995,01:52 pm,1 minute,,"man &amp  son witness a small, round, brown object high in sky.  hovered in place, accelerated suddenly, and flew north.",puyallup,wa,47.1855556,-122.2916667
8/30/2013,7/29/2013,01:00 am,10 seconds,,loud noise heard in sky.,buffalo,ny,42.8863889,-78.8786111
11/2/1999,7/30/1995,12:10 am,3.5 hrs.,,"man repts. multiple sightings of strangely lighted craft hovering, then streaking overhead in clear sky.  some w/ subdued lights.",san fernando,ca,34.2819444,-118.4380556
11/2/1999,7/30/1995,01:06 am,10 min.,,nc emer. commo.cntr. repts. 2 police officers reporting strange lights in sky near goose creek area.,bolivia,nc,34.0675,-78.1486111
11/2/1999,7/30/1995,10:00 pm,5 sec.,,"woman repts. seeing strange, bright obj. moving back &amp  forth, moving in circles.  streaks to north out of sight.",baltimore,md,39.2902778,-76.6125
11/2/1999,7/30/1995,10:00 pm,30 sec.,,man &amp  wife witness two sightings of an obj. moving across sky very fast.,newtown,ct,41.4138889,-73.3038889
11/2/1999,7/30/1995,10:45 pm,30 min.,,"second call from two men witnessing multiple craft streaking across sky.  obj. are disc-shaped, w/ blue &amp  red lights on edge.",san fernando,ca,34.2819444,-118.4380556
11/2/1999,7/31/1995,11:45 pm,3.5 hrs.,,"dentist, neighbor, 3 police observe bizarre, bright light flying wing-shaped craft ""w/ red, green, &amp  white bubbles."" exclnt rept.",morris plains,nj,40.8216667,-74.4813889
8/5/2009,7/31/1997,02:40 am,45 min +,,it is difficult to describe this as it is second hand information. i have to go back and tell you what happened last night..i was liste,salem,or,44.9430556,-123.0338889
8/12/2008,7/31/2008,09:20 pm,few minutes,,"series of red lights appear-merge and dissipate-la farge, wi",la farge,wi,43.5747222,-90.6402778
7/14/2013,7/3/2013,09:00 pm,3 hours,,disk with a tail and it stayed by mount jefferson for about 30 to 45 minutes.,culver,or,44.5258333,-121.2119444
11/2/1999,7/4/1995,09:30 pm,4-5 min,,5 witnesses report 3 yellow oval lights the size of venus passing over orlando.  faster than aircraft but slower than shooting star.,orlando,fl,28.5380556,-81.3794444
7/17/2011,7/4/1997,09:15 pm,approx 15 min,,"a bright red object was seen traveling from west phoenix to east tempespeed was slow (probably too slow for most aircraft), it also app",scottsdale,az,33.5091667,-111.8983333
5/14/2002,7/4/1997,10:00 pm,3-5 minutes,,hi...this is ((name deler...916-((number deleted)).  i spoke with you regarding the lights that dropped an object over redding on jl04,redding,ca,40.5866667,-122.3905556
7/6/2010,7/4/1997,10:00 pm,2 seconds,,blue light in the shy,rockport,in,37.8830556,-87.0494444
8/10/1999,7/4/1999,09:00 pm,5-8 minutes,,"bright red light in sky. hovered, soundless, in same position. ruled out it was a helicopter, or blimp due to lack of sound. same place",arcadia,ca,34.1397222,-118.0344444
3/8/2007,7/4/1999,10:00 pm,5 seconds,,blue hovering light,millstadt,il,38.4613889,-90.0916667
7/25/2004,7/4/2004,08:30 pm,5minutes,,i am writing this because someone needs to come to florida to ivestigate a crash site that happened here.some very strange things have,casselberry,fl,28.6775,-81.3280556
10/31/2008,7/4/2005,11:00 pm,two hours,,glowing orbs in various places and then a sweeping light across the mountain unlike anything i've ever seen.,roscoe,mt,45.3497222,-109.4958333
1/10/2009,7/4/2008,09:30 pm,30 minutes,,3 red lights hovered in the air in a triangular shape.,hampton beach,nh,42.9072222,-70.8125
7/6/2010,7/4/2010,10:15 pm,20 seconds,,transluslucent oval object above house.,newnan,ga,33.3805556,-84.7997222
7/17/2011,7/4/2011,08:53 pm,1 sec,,i captured a strange thing in one of my 4th of july fireworks photographs.,morgan hill,ca,37.1305556,-121.6533333
6/3/2010,7/5/1973,01:00 am,30 sec,,"powell, wyo - 3 round fireballs going over our home traveling from south to north   07/05/1973",powell,wy,44.7538889,-108.7566667
2/4/2013,7/5/1991,11:11 am,:30,,"i went insane for a week, something had awoken inside me. i strongly believe i am a half breed grey. ^.^ i strangely meet people who ca",snohomish,wa,47.9130556,-122.0969444
7/13/2005,7/5/2005,09:00 pm,10 minutes or more,,"flashes on camera screen, could not be seen looking into the sky or through the eye of the camera. it became part of the shed.",sebring,fl,27.4952778,-81.4411111
8/21/2011,7/5/2011,05:15 pm,9 minutes,sphere,,san jacinto,ca,33.7838889,-116.9577778
11/19/1998,7/6/1968,01:00 am,1 hour,,air intercept between ufo and bomarc missle test firing from elgin field in florida. intercept occured over gulf of mexico in 1968 (cla,thomasville,al,31.9133333,-87.7358333
8/12/2008,7/6/2008,09:40 pm,1 minute,,"i was outside talking with a friend, when i noticed a plane flying extremely high. immediately i noticed a bright round ""star"" looking",miami,fl,25.7738889,-80.1938889
8/5/2012,7/6/2012,09:55 pm,1 minute,,four bright orange lights. not at all like airplane.,glendale,ca,34.1425,-118.2541667
7/14/2013,7/6/2013,09:00 pm,~10 minutes,,red glowing balls in formation seen in louisiana sky.,denham springs,la,30.4866667,-90.9561111
7/14/2013,7/6/2013,12:00 am,45-60 seconds,,"on the night of july 6th 2013 a friend and i were driving down road 100 in a rural part of pasco, wa. as we were driving we noticed a b",pasco,wa,46.2397222,-119.0994444
7/14/1999,7/7/1999,02:30 am,2.00 mins,,"i was awake with my eyes closed, beam came thru my window &amp  i opened my  eyes",north hampton,nh,42.9725,-70.8302778
8/30/2010,7/7/2010,03:00 pm,1 hour,,vivid lights in daytime sky,sonora,tx,30.5666667,-100.6430556
7/10/2010,7/7/2010,10:00 pm,five hours,,"when space ships decend out of the stars and come down to earth very slowly, hardly anyone notices.",seattle,wa,47.6063889,-122.3308333
7/19/2010,7/7/2010,10:00 pm,08-10 seconds,,"weird flashes of light, two nights in a row.",truckee,ca,39.3280556,-120.1822222
3/8/2007,7/8/1984,11:00 pm,several minutes,cylinder,,irvington,ky,37.8802778,-86.2838889
11/2/1999,7/9/1995,11:00 pm,5 hrs.,,"multiple witnesses observe huge triangular ship, surrounded by four disc-shaped ships, w/ up to 50 bizarre creatures underneath!",versailles,mo,38.4313889,-92.8408333
11/2/1999,7/9/1995,11:00 pm,5 hrs.,,usaf officer relays report re 5 bizarre ships seen hovering over field w/ strange creatures underneath.,versailles,mo,38.4313889,-92.8408333
11/21/1998,7/9/1998,10:27 pm,5 minutes,,three objects looking like planets moving in fast and odd directions:,sea ranch,ca,38.7152778,-123.4533333
7/25/2004,7/9/2004,09:55 am,about 5 minutes,,"bizarre omega-shaped tube of vapor, four degrees high (4 moons), while blue and white helicopter circles",college park,md,38.9805556,-76.9372222
7/19/2010,7/9/2010,08:15 pm,15-20 seconds,,"large bright light, west to east, fast.  vancouver, wa.  ((nuforc note:  not iss, which was visible from vancouver @ 21:52 hrs.  pd))",vancouver,wa,45.6388889,-122.6602778
8/5/2009,8/10/2003,02:00 pm,10 minutes,,"gloing ball, no sound",albuquerque,nm,35.0844444,-106.6505556
10/30/2006,8/10/2006,09:00 am,5 minutes?,,"commercial flight from chicago to sacramento, ca",sacramento,ca,38.5816667,-121.4933333
8/12/2008,8/10/2008,12:30 pm,10 sec,,dont know exactly what it was but was moving at a high rate of speed and was burning off particles on its descent.  and then vanished,katy,tx,29.7855556,-95.8241667
8/30/2013,8/10/2013,10:02 pm,1 minute,,"not a ""craft,"" a bright orange light, sort of like a paper bag with a candle in it.",wiscasset,me,44.0027778,-69.6661111
10/30/2006,8/11/1987,11:00 pm,15 min,,a star turning on and off in different lacations,applegate,ca,39.0008333,-120.9913889
11/2/1999,8/11/1995,01:32 am,15 sec.,,"woman sees large bluish-white light streaking below clouds.  suddenly turns right, disappears from sight.",beaverton,or,45.4872222,-122.8025
11/2/1999,8/11/1995,04:00 am,1 min.,,"man went outside to smoke, witnesses peculiar light pass overhead very fast.  appeared to move south, but suddenly turned.",puyallup,wa,47.1855556,-122.2916667
11/2/1999,8/11/1995,08:40 am,2 min.,,"multiple cars reported to stop on i-80 to witness oblong, silver obj. to east.  sunlight glinting off obj.. 20 witnesses. streaks off.",sacramento,ca,38.5816667,-121.4933333
8/20/2001,8/11/2001,11:00 pm,1 hour plus,,"red, geen, blue, and white flashing lights on stationary craft",coeur d'alene,id,47.6777778,-116.7794444
10/30/2006,8/11/2006,09:00 am,5 minutes,,"while flying on united flt 601 from chiago il.,  to sacramento, ca. on august 11, 2006. this is the day after the discovery and break u",sacramento,ca,38.5816667,-121.4933333
8/19/2012,8/11/2012,08:30 pm,30 minutes,,lights spinning in circles and flashing morse code like signals.,altoona,ia,41.6441667,-93.4644444
8/30/2013,8/11/2013,11:24 pm,10 seconds,,"bright white light, faster than a satellite and much slower than a meteor, which faded and disappeared.",cedaredge,co,38.9016667,-107.9258333
1/28/1999,8/1/1967,08:00 pm,several minutes,,light in sky with amazing accelleration properties.,downey,ca,33.94,-118.1316667
9/19/2002,8/1/1973,10:00 pm,30 - 40 secs.,,object seen: circular orange glow at back of laboring hum like deisel or electric motor sound.  3-4 lighted globes ejected object w/ora,appleton,wi,44.2619444,-88.4152778
11/2/1999,8/1/1995,10:10 pm,60 sec.,,"woman and landlord witness ""two boxes connected at one corner"" drifting north.  faint reddish color.  witness alarmed by sighting.",tacoma,wa,47.2530556,-122.4430556
11/2/1999,8/1/1995,10:45 pm,1-2 sec.,,"woman, cousin, and neighbors witness large, very bright obj. descend rapidly in sw sky. ""1/2 size of moon."" large tail, left trail.",seattle,wa,47.6063889,-122.3308333
9/29/2004,8/1/2002,11:00 pm,5-7 sec,,"look guys awhile back my wife and i saw something that was very strange,we had gone to bed and was laying there talking the lights were",flowood,ms,32.3094444,-90.1388889
1/5/2011,8/1/2004,12:00 am,20 minutes,,saw light outside window and awakened by a gray being stand at foot of bed.,terrell,tx,32.7358333,-96.275
8/14/2007,8/1/2007,11:00 pm,5 seconds,,green rectangler flash in sky,umatilla,or,45.9175,-119.3413889
11/20/2001,8/12/1995,09:25 pm,30 min.,,young woman reports seeing 2 strange green lights in western sky.  drift north.,bellevue,wa,47.6105556,-122.1994444
11/2/1999,8/12/1995,09:43 pm,30 sec.,,"woman w/ 2 neighbors witness peculiar green lights in, or above, clouds.  at one point, lights appeared to become a ""bright beam.""",seattle,wa,47.6063889,-122.3308333
11/2/1999,8/12/1995,11:56 pm,1 hour,,faa empl. reports 2 stationary radar returns over lancaster.  usaf radar confirms returns.  multiple visual sightitings of 2 obj..,lancaster,wa,47.0311111,-117.6633333
11/2/1999,8/12/1996,12:30 am,30 sec.,,"young man sees 3x faint yellow light, in triangular formation, pass overhead at very high speed, he thought.  opaque in middle. silent.",seattle,wa,47.6063889,-122.3308333
5/15/2006,8/12/2005,10:00 pm,1-2 seconds,,"city lights flash out, bright light flashes across southeast sky",college station,tx,30.6277778,-96.3341667
11/2/1999,8/13/1995,04:50 pm,1 min.,,"young artist witnesses ""round, oval-shaped object"" moving across sky very fast from s to e.  peculiar lights on nose &amp  tail.",redmond,wa,47.6741667,-122.1202778
11/2/1999,8/13/1995,09:05 pm,1 min.,,"mother &amp  son see a bright body moving overhead relatively fast.  larger than star. color was ""auburn yellow."" other repts., too.",martinez,ca,38.0194444,-122.1330556
11/2/1999,8/13/1995,10:00 pm,15 min,,"man w/ father-in-law witness a ""pulsating object"" move across sky from s to n.  15 minutes later, witness similar object.",gig harbor,wa,47.3294444,-122.5788889
11/2/1999,8/13/1995,11:10 pm,20 min.,,"couple see a ""bright blue, flickering light"" through clouds.  assert ""it definitely is moving.""  (possible celestial body?)",coon valley,wi,43.7022222,-91.0130556
8/27/2009,8/13/2009,11:00 pm,15 min.,,"3 orange burst of balls, going off 1 at a time, 3rd one had 6 little orange lights under it. jets came &amp  they left",oscoda,mi,44.4202778,-83.3308333
8/30/2013,8/13/2013,12:15 am,3 seconds,,"not a clear object, but a very clear light, 3 blinks and movement.",chicago,il,41.85,-87.65
11/2/1999,8/14/1995,05:30 am,1 sec.,,"man sees pecular green light w/ ""comet-like tail"" streak from w to e 70 degrees above s horizon.  3x size of venus.  very bright.",federal way,wa,47.3225,-122.3113889
11/2/1999,8/14/1995,10:30 am,10 sec.,,"computer engineer driving on rte. i-90 witnesses unusual silver, metallic descending rapidly in distance. (possible a-6e aircraft?)",snoqualmie pass,wa,47.3925,-121.3988889
11/2/1999,8/14/1995,09:40 pm,5 min.,,two men witness obj. moving across clear sky.  appeared to change course overhead from ne to e.,tacoma,wa,47.2530556,-122.4430556
5/15/2013,8/14/1999,11:00 pm,5 seconds,,saw 2 yellow/orange perfect circles cross the sky in 5 seconds,grandville,mi,42.9097222,-85.7630556
3/19/2009,8/14/2004,04:00 pm,5 min,,it was pale yellow and orange in a traingle shape.,albuquerque,nm,35.0844444,-106.6505556
11/11/2013,8/14/2013,03:00 am,2 hours,,"i was actually looking for bigfoot. we spent alot of time camping this summer, mostly around tahoe city, ca. we'd go for night hikes, w",tahoe city,ca,39.1722222,-120.1377778
5/11/2005,8/15/1988,02:00 pm,1 hour,,strange creatures in the woods near ufo hot spots,walker valley(pine bush),ny,41.6336111,-74.3783333
11/2/1999,8/15/1995,04:30 am,5 sec.,,"woman &amp  friend see ""yellowish, whitish triangular object"" suddenly appear in a.m.sky.  ""popped out of nowhere.""  disappears.",tacoma,wa,47.2530556,-122.4430556
11/2/1999,8/15/1995,05:29 am,3 sec.,,"business owner sees ""bluish-white ball of light"" streaking w to e in s sky.  orange tail,  gave off sparks.  very fast, horiz. flt.",fife,wa,47.2394444,-122.3558333
11/2/1999,8/15/1995,09:30 pm,2 sec.,,"woman &amp  daughter, walking from garage to house, witness sudden yellow streak pass overhead.  daughter was frightened by it.",crescent city,ca,41.7561111,-124.2005556
10/30/2006,8/15/1998,12:00 am,45 minutes,,tone heard throughout home,stonewall,la,32.2816667,-93.8238889
10/2/1999,8/15/1999,10:30 pm,2-5 seconds,,i saw a bright flash through my skylights (facing west) in my home on august 15. i verified that i checked out a movie on that day rece,los lunas,nm,34.8061111,-106.7327778
8/30/1999,8/15/1999,11:15 pm,3 seconds,,sometime between 11:15-11:30 sunday night i observed a huge object in the southern sky which was blue at first &amp  rapidly turned to oran,dinosaur,co,40.2436111,-109.0138889
7/1/2002,8/15/1999,11:18 pm,4 sec.,,bright bluish-greenish-white light trail splitting into multiple radians,bosque,nm,34.56,-106.7886111
1/21/2008,8/15/2007,02:00 pm,2-3 min,,strange sounds,yankeetown,in,37.9175,-87.2977778
11/21/2010,8/15/2009,09:00 pm,3 minutes,,mid august 2009 my grandchildren were visiting from la and along with my husband  we camped out on a deck outside a bedroom.  we were o,port angeles,wa,48.1183333,-123.4294444
11/2/1999,8/17/1995,07:45 pm,90 sec.,,"man witnesses ""white spot"" flying in formation directly above landing 747 aircraft.  obj. suddenly streaked off.",south park,wa,47.5266667,-122.3133333
11/2/1999,8/17/1995,08:45 pm,10 sec.,,"husband &amp  wife witness strange, red beam of light stream through screened window of mobile home. 10-12"" wide.  very alarmed.",mckenzie,nd,46.8241667,-100.4130556
10/12/2001,8/17/2001,10:20 pm,20-30 seconds,,extremely bright light falling almost straight down in western sky -white tail and appeared to explode orange to red - was very bright.,rawlins,wy,41.7911111,-107.2380556
11/2/1999,8/18/1995,01:00 am,10 min.,,"woman repts. witnessing unusual, very bright lights, ""like airplane lights,"" in vicinity of smithville, mo.  had blinking lights, too.",kearney,mo,39.3677778,-94.3619444
11/2/1999,8/18/1995,03:00 pm,25 min.,,"father &amp  son witness peculiar, silver-colored obj. moving n to s in daytime sky.  moved very slowly.",salt lake city,ut,40.7608333,-111.8902778
8/28/2003,8/18/2003,09:00 pm,5-8 minutes,,multiple weird aircraft.,culpeper,va,38.4730556,-77.9969444
10/30/2006,8/18/2006,12:00 pm,10 minutes,,healing from an et at mt. adams,trout lake,wa,45.9975,-121.5269444
9/24/2012,8/18/2012,09:15 pm,4-7 minutes,,13 bright orange lights on 8/18/12 erie pa   9:15 pm to approximately 9:22 pm,erie,pa,42.1291667,-80.0852778
8/19/2012,8/18/2012,10:00 pm,30 seconds,,i saw strange lights in the southern sky of columbus? it was a stream of lights formed a upside down spoon. it couldn't have been the b,columbus,oh,39.9611111,-82.9988889
8/25/2000,8/19/2000,05:10 am,30 seconds,,horrific sounds and odor,roslyn,wa,47.2236111,-120.9919444
10/12/2001,8/19/2001,10:15 pm,just a couple of minutes,,at this time my husband had just rolled over to fall asleep.  i was reading.  we live in the country with no one nearby.  all of a sudd,soldiers grove,wi,43.3952778,-90.7741667
11/2/1999,8/20/1995,09:35 pm,5 min.,,"woman hears peculiar roaring sound, goes outside and witnesses ""triangular craft"" fly overhead.",culver city,ca,34.0211111,-118.3955556
11/2/1999,8/21/1995,12:30 am,35 min.,,"woman witnesses two lights in clear night sky.  colors were red, white, green, and blue.  moved slowly across sky. (possible stars?)",dowling,mi,42.5225,-85.2530556
11/2/1999,8/21/1995,02:00 am,2 min.,,"trucker witnesses ""big, orange ball"" flying directly toward him from the south.  obj. suddenly  ""split into 5 pieces,"" disappeared!",la crosse,wi,43.8013889,-91.2394444
11/2/1999,8/21/1995,08:35 pm,1 sec.,,"man witnesses ""blue-green object"" streaking from the eastern sky to the se.",tacoma,wa,47.2530556,-122.4430556
11/2/1999,8/21/1995,09:55 pm,30 sec.,,"3 carloads of young people witness red light hovering over corn field.  then see a large, gray, domed obj. hovering nearby.",olathe,ks,38.8813889,-94.8188889
5/24/2005,8/21/2003,08:00 pm,10 minutes,,we were looking west toward the mountains where there were these three lights up in the sky past the mountains.  they seemed to be play,las vegas,nv,36.175,-115.1363889
8/5/2012,8/21/2011,03:00 am,1 second,,awaken by very intense flash of light followed by loud deep boom,waynesboro,va,38.0683333,-78.8897222
11/2/1999,8/2/1995,01:30 pm,1 sec.,,"mufon member captures streaking disc, or ""cigar,""  on video tape.  obj. appears to transform into sphere.  convincing tape.",stanwood,wa,48.2413889,-122.3694444
11/2/1999,8/2/1995,07:34 pm,30 min.,,"man sees tv coverage of obj. over salida, co (27au95).  he and many other bus riders w of deming, nm, saw same object!",deming,nm,32.2686111,-107.7580556
11/2/1999,8/2/1995,10:35 pm,3 sec.,,"couple witness a large blue-green obj. streak downward in eastern sky.  looked ""like comet w/ tail.""  expected explosion, but none.",lynnwood,wa,47.8211111,-122.3138889
11/2/1999,8/22/1995,09:30 pm,30 sec.,,"many witnesses see obj., ""like missle w/ yellow fire shooting out back,"" pass directly overhead.  obj. appeared to eject small obj.",phoenix,az,33.4483333,-112.0733333
